Name,city,Price,Superhost,is_fav,Rating,Reviews,URL
100 sqm 3 sleeping room next to metro station,Berlin,€ 586,Yes,1,4.95,9566,https://www.airbnb.com/rooms/1350853611019551588?search_mode=regular_search&adults=1&check_in=2026-02-22&check_out=2026-02-27&children=0&infants=0&pets=0&source_impression_id=p3_1769507585_P3ooeHI7IIgCFjjp&previous_page_section_name=1000&federated_search_id=398d60e8-2e23-459c-910f-7bbb4e2da783
"135 sqm Kreuzberg Duplex Penthouse, 2 Terraces",Berlin,"€ 1,136",No,1,4.96,9626,https://www.airbnb.com/rooms/27919679?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507585_P3CMzbT-w2ZspzVm&previous_page_section_name=1000&federated_search_id=398d60e8-2e23-459c-910f-7bbb4e2da783
Colorful & cozy flat near vibrant Boxhagener Platz,Berlin,€ 983,No,1,4.92,92161,https://www.airbnb.com/rooms/638929182228409025?search_mode=regular_search&adults=1&check_in=2026-02-23&check_out=2026-02-28&children=0&infants=0&pets=0&source_impression_id=p3_1769507585_P3NUWKZdTgUEU8OR&previous_page_section_name=1000&federated_search_id=398d60e8-2e23-459c-910f-7bbb4e2da783
Central apartment on Alex with great views,Berlin,€ 977,Yes,1,4.9,9335,https://www.airbnb.com/rooms/27181314?search_mode=regular_search&adults=1&check_in=2026-02-23&check_out=2026-02-28&children=0&infants=0&pets=0&source_impression_id=p3_1769507585_P3D2UncgDhFEfzOu&previous_page_section_name=1000&federated_search_id=398d60e8-2e23-459c-910f-7bbb4e2da783
somewhere else - Stylish & Cozy City Apartment,Berlin,€ 855,No,1,4.99,99201,https://www.airbnb.com/rooms/15660868?search_mode=regular_search&adults=1&check_in=2026-06-07&check_out=2026-06-12&children=0&infants=0&pets=0&source_impression_id=p3_1769507585_P3HOgnVbCGVChlbM&previous_page_section_name=1000&federated_search_id=398d60e8-2e23-459c-910f-7bbb4e2da783
"Quiet and bright, near Alexanderplatz",Berlin,€ 602,Yes,1,4.95,9539,https://www.airbnb.com/rooms/3707444?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-08&children=0&infants=0&pets=0&source_impression_id=p3_1769507585_P3wz8PhEW65zSnGO&previous_page_section_name=1000&federated_search_id=398d60e8-2e23-459c-910f-7bbb4e2da783
Urban Jungle,Berlin,€ 850,Yes,1,4.95,9519,https://www.airbnb.com/rooms/1414247739389182470?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507585_P3r68GAkkSCS6Irc&previous_page_section_name=1000&federated_search_id=398d60e8-2e23-459c-910f-7bbb4e2da783
Famaro: Suite at the Water Tower|Prenzlauer Berg| 4-6 P,Berlin,"€ 1,119",No,0,New,2,https://www.airbnb.com/rooms/1582786915163553822?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3ZiJaes-9Hio0Wn&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
89m2 aptartment #2 in Crellekiez - incl. City Tax,Berlin,€ 668,Yes,0,4.88,24,https://www.airbnb.com/rooms/1370943329863004487?search_mode=regular_search&adults=1&check_in=2026-02-19&check_out=2026-02-24&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3L-AF0rw_qil5Go&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
"120m2 Design Apt, 4BR, 2B, big Kitchen, 11min Alex",Berlin,€ 821,Yes,0,4.79,107,https://www.airbnb.com/rooms/53802915?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3wneDX-fVvaYlOZ&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
"160m2 Panorama Penthouse 2BR, Rooftop Terrace, BBQ",Berlin,"€ 1,024",Yes,1,4.81,8164,https://www.airbnb.com/rooms/1223854054462654789?search_mode=regular_search&adults=1&check_in=2026-03-09&check_out=2026-03-14&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3fhNhyXPtJ-Xhhu&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
3/ X Loft Art Design 3 BR Factory Kreuzberg,Berlin,€ 747,No,0,4.66,29,https://www.airbnb.com/rooms/1203863255601523466?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3GInUJcYRy7k98C&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
Designer apartment in Kreuzkölln,Berlin,€ 935,Yes,1,4.94,9418,https://www.airbnb.com/rooms/1341322174931918329?search_mode=regular_search&adults=1&check_in=2026-02-09&check_out=2026-02-14&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3rN2K0vGxEs0ypn&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
Central and modern apartment in Friedrichshain,Berlin,€ 884,Yes,1,5.0,010,https://www.airbnb.com/rooms/1467317983625736611?search_mode=regular_search&adults=1&check_in=2026-02-02&check_out=2026-02-07&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3w8PGyZkVS-K0S3&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
Luxurious apartment also for remote work,Berlin,€ 907,Yes,1,4.93,9373,https://www.airbnb.com/rooms/26033271?search_mode=regular_search&adults=1&check_in=2026-03-09&check_out=2026-03-15&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3j3oGwmadR7zyEu&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
The KOLLWITZ Mansion,Berlin,"€ 1,334",Yes,1,4.94,94449,https://www.airbnb.com/rooms/19536575?search_mode=regular_search&adults=1&check_in=2026-02-07&check_out=2026-02-12&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3e2Bk5gt-styt-K&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
Schöneweide No1! between airport and city!,Berlin,€ 334,Yes,0,4.89,263,https://www.airbnb.com/rooms/48181314?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3qDyCt5r_aq2fRR&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
Apartment by the bay,Berlin,€ 465,Yes,0,4.86,165,https://www.airbnb.com/rooms/44112319?search_mode=regular_search&adults=1&check_in=2026-02-07&check_out=2026-02-12&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3j56ZZZl3BEtbwC&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
Large Apartment in East Central Berlin.,Berlin,€ 991,Yes,1,4.83,83326,https://www.airbnb.com/rooms/31014654?search_mode=regular_search&adults=1&check_in=2026-03-08&check_out=2026-03-13&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3LYT2TxfZxkDDk8&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
Cosy & Elegant Two Room near Tempelhofer Feld,Berlin,€ 599,Yes,1,4.78,78542,https://www.airbnb.com/rooms/11914556?search_mode=regular_search&adults=1&check_in=2026-02-22&check_out=2026-02-27&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P31PzqLYHZc8pegj&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
"Stylish, spacious and central apartment",Berlin,€ 989,Yes,1,4.98,9883,https://www.airbnb.com/rooms/686752584391406378?search_mode=regular_search&adults=1&check_in=2026-02-09&check_out=2026-02-14&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P380irQNlW7slm0R&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
Suite Home Two-Bedroom Apartment,Berlin,"€ 1,015",Yes,0,4.83,012,https://www.airbnb.com/rooms/44223601?search_mode=regular_search&adults=1&check_in=2026-02-08&check_out=2026-02-13&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3mxfE8j4m7QGeVl&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
Artsy 3 room apartment in Prenzlauer Berg,Berlin,€ 773,No,1,5.0,020,https://www.airbnb.com/rooms/764513129286726234?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3T7Gzd4PVGM6Yko&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
89m2 apt #2 in Crellekiez - incl. CityTax,Berlin,€ 593,Yes,0,4.79,24,https://www.airbnb.com/rooms/1369384526248272282?search_mode=regular_search&adults=1&check_in=2026-02-07&check_out=2026-02-12&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3xB1CbIDkhuhseu&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
Stylish spacious apartment at Potsdamer Platz,Berlin,€ 817,Yes,1,4.94,94275,https://www.airbnb.com/rooms/53089482?search_mode=regular_search&adults=1&check_in=2026-02-07&check_out=2026-02-12&children=0&infants=0&pets=0&source_impression_id=p3_1769507747_P3gNvuYTzhE0uSI8&previous_page_section_name=1000&federated_search_id=373bcb02-fe81-4a8f-bd2f-d0ddc815408c
Spacious Architecture Apartment Kreuzberg,Berlin,€ 500,No,0,4.42,95,https://www.airbnb.com/rooms/1088501536142233960?search_mode=regular_search&adults=1&check_in=2026-02-22&check_out=2026-02-27&children=0&infants=0&pets=0&source_impression_id=p3_1769507861_P3G2FF7hITC2RPxG&previous_page_section_name=1000&federated_search_id=793279fa-7158-409d-8f6a-4229a9f738b0
MM Art Gallery Apartment Berlin,Berlin,€ 762,Yes,1,4.92,92198,https://www.airbnb.com/rooms/784637456544280014?search_mode=regular_search&adults=1&check_in=2026-03-15&check_out=2026-03-20&children=0&infants=0&pets=0&source_impression_id=p3_1769507861_P3iO9w8xBWMyDzsZ&previous_page_section_name=1000&federated_search_id=793279fa-7158-409d-8f6a-4229a9f738b0
Bright penthouse with a big terrace,Berlin,€ 850,Yes,0,4.58,201,https://www.airbnb.com/rooms/27955603?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507861_P3t_IGhYkUoJk0Wf&previous_page_section_name=1000&federated_search_id=793279fa-7158-409d-8f6a-4229a9f738b0
COZY and Style in the Central,Budapest,€ 287,Yes,1,4.83,83202,https://www.airbnb.com/rooms/617392466701296291?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3wPhD7UoUsnXVVt&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
High-End 2-bedroom in The Center with Balcony,Budapest,€ 592,Yes,1,4.93,93168,https://www.airbnb.com/rooms/790562936613044356?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3ACM2WzWxooxXpU&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
Art Deco Luxury in The Absolute Center,Budapest,€ 640,Yes,1,4.94,94159,https://www.airbnb.com/rooms/936932490896753808?search_mode=regular_search&adults=1&check_in=2026-02-02&check_out=2026-02-07&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3UYwMWPnz6HLXdg&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
Grand Danube Dream Home,Budapest,€ 626,Yes,1,4.92,92357,https://www.airbnb.com/rooms/33030347?search_mode=regular_search&adults=1&check_in=2026-02-02&check_out=2026-02-07&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3DRjLjxo6TM2ydP&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
Your TikTok-Worthy Star Loft Suite + Free Garage,Budapest,€ 572,Yes,1,4.94,94434,https://www.airbnb.com/rooms/22994856?search_mode=regular_search&adults=1&check_in=2026-02-22&check_out=2026-02-27&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3DiuHhwpjj3hSue&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
JUST OPENED!! LUXURY FLAT 2BR 2BA,Budapest,€ 318,Yes,1,4.93,93429,https://www.airbnb.com/rooms/9932059?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3uHrzt8CQE3ido1&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
Sleek Premium Apartment with Parking,Budapest,€ 388,Yes,1,4.98,9854,https://www.airbnb.com/rooms/1252731719319666691?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3qz37dZOKKwEPS-&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
Simply Elegant Central Spot,Budapest,€ 305,Yes,1,4.88,8864,https://www.airbnb.com/rooms/1248471921030592731?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3vVvnGW60W9rfuY&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
"Karoly Premium Deco Suite, WiFi, A/C",Budapest,€ 486,Yes,1,4.95,95230,https://www.airbnb.com/rooms/11739695?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3JWcaYdiD7brFkr&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
"Andrew's Place Budapest ""Zoli""",Budapest,€ 485,Yes,1,5.0,0250,https://www.airbnb.com/rooms/793375670067624354?search_mode=regular_search&adults=1&check_in=2026-03-01&check_out=2026-03-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3T0nmzj0G5HOPSa&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
"Nora's Loft @ Corvin Quarter 𖥔 DwnTwn, Danube, A/C",Budapest,€ 249,Yes,1,4.97,9774,https://www.airbnb.com/rooms/1146476570635068688?search_mode=regular_search&adults=1&check_in=2026-02-07&check_out=2026-02-12&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3dxFwipZku8oJ1C&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
Space & Style in The ❤️ Of Budapest | 2BR&2BT,Budapest,€ 327,Yes,0,4.86,183,https://www.airbnb.com/rooms/40890232?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P38p0ReBGb5z6iD7&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
"Corvin One Center apt w roof terrace, garage free",Budapest,€ 318,Yes,1,5.0,036,https://www.airbnb.com/rooms/1402082831817699784?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P31AKtbm1Ity_LWT&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
Classic Deco Suite in the Old Jewish Quarter,Budapest,€ 472,Yes,1,4.96,96233,https://www.airbnb.com/rooms/27593071?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3-DaCVBIiSZdXtQ&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
Spacious and elegant apartment next to the Danube,Budapest,€ 428,Yes,1,4.93,93125,https://www.airbnb.com/rooms/709276047674761231?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3R2VIebBEy0bUn5&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
4 STARS Separate BDR *Bohemian deluxe* center AC,Budapest,€ 327,Yes,1,4.98,98190,https://www.airbnb.com/rooms/631806234378466519?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P37d3qS3Mwzp-AcX&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
Brooklyn Vibes • Captivating Loft in City Center,Budapest,€ 383,Yes,1,4.89,89430,https://www.airbnb.com/rooms/24813872?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3Msla4UFdj7o1y3&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
Style and Luxury by Parliament and Liberty Square,Budapest,€ 560,Yes,1,4.94,94520,https://www.airbnb.com/rooms/11663963?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769507901_P3La6TgZ2DbYfd3w&previous_page_section_name=1000&federated_search_id=d2a404f6-6008-4833-8fd9-08d8c5f4f3c3
Modern Flat close to Margaret Island,Budapest,€ 296,Yes,1,4.92,92143,https://www.airbnb.com/rooms/798287106801314729?search_mode=regular_search&adults=1&check_in=2026-02-09&check_out=2026-02-14&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3afeaYF-RTxmdOu&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
"Palace District Luxury Apartment, 6 persons, A/C",Budapest,€ 295,Yes,1,4.94,9452,https://www.airbnb.com/rooms/1191429190599840287?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3JN8ygDDhL_4nuw&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
Comfortable 2BR for Work or Leisure Stay,Budapest,€ 255,Yes,0,4.75,20,https://www.airbnb.com/rooms/1440469877335529749?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3ThGHXYV1CYR3n5&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
Classic Luxury in the Heart of Budapest,Budapest,€ 577,Yes,1,4.94,94467,https://www.airbnb.com/rooms/20011965?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P332G9aSHFoA1Xq6&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
Bright and Stylish w. 2 bedrooms - 2 bathrooms +AC,Budapest,€ 370,No,1,4.96,96140,https://www.airbnb.com/rooms/897576100510381225?search_mode=regular_search&adults=1&check_in=2026-02-07&check_out=2026-02-12&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3j_vt75vppaBzgd&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
"Central, 2BR/1.5BA, Spacious, A/C, Wifi",Budapest,€ 420,Yes,1,4.99,99117,https://www.airbnb.com/rooms/983389085079975315?search_mode=regular_search&adults=1&check_in=2026-02-08&check_out=2026-02-13&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3o75998Qyp0iMQU&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
Artful Budapest Center Home,Budapest,€ 383,Yes,1,4.84,8464,https://www.airbnb.com/rooms/1168139899154047628?search_mode=regular_search&adults=1&check_in=2026-02-02&check_out=2026-02-07&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3AxAY763foU2XVF&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
90m² Family-Friendly | Central Historic Food+Bars,Budapest,€ 407,Yes,1,4.97,97179,https://www.airbnb.com/rooms/54174937?search_mode=regular_search&adults=1&check_in=2026-02-09&check_out=2026-02-14&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3_3qpbztoa8gb2O&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
Coral Salvage Flat,Budapest,€ 244,Yes,1,4.92,9224,https://www.airbnb.com/rooms/1379637596610481141?search_mode=regular_search&adults=1&check_in=2026-02-08&check_out=2026-02-13&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3atOXn1Fe64tfw2&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
Hard Rokk Cafe (2 bedrooms),Budapest,€ 255,Yes,1,4.94,9447,https://www.airbnb.com/rooms/1356635317906806359?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3EEWO9To_vAdzHu&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
2 BR designer apartment with AC in city center,Budapest,€ 229,Yes,0,4.76,322,https://www.airbnb.com/rooms/35227105?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3jNlpIizL4eoaHL&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
Urban Hideaway with Terrace & Garage,Budapest,€ 249,No,0,4.63,38,https://www.airbnb.com/rooms/1461354963549382247?search_mode=regular_search&adults=1&check_in=2026-02-22&check_out=2026-02-27&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3DQE97q7KO4r177&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
Lovely 3-bedroom apartment with a unique design,Budapest,€ 643,Yes,0,4.92,243,https://www.airbnb.com/rooms/51261752?search_mode=regular_search&adults=1&check_in=2026-02-02&check_out=2026-02-07&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3jrqGl2rOTZt0H7&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
Stylish Suite by the Great Market Hall + AirCo ✨,Budapest,€ 447,No,1,4.94,94286,https://www.airbnb.com/rooms/32637795?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3tpRf6X0PFzarQG&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
"Stunning 150m2 art nouveau, concert grand piano",Budapest,€ 547,Yes,1,4.92,92634,https://www.airbnb.com/rooms/1372376?search_mode=regular_search&adults=1&check_in=2026-02-07&check_out=2026-02-12&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3nqqSQVmxspH9El&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
Exceptional Downtown Home,Budapest,€ 383,Yes,1,4.86,8643,https://www.airbnb.com/rooms/1394047950500430804?search_mode=regular_search&adults=1&check_in=2026-02-02&check_out=2026-02-07&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3U9z4-LA5IkihbD&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
Modern 2 Bedroom in the Historic Center w Balcony,Budapest,€ 387,Yes,1,4.88,8874,https://www.airbnb.com/rooms/1178793511068380368?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P309AdLQhM8AksSx&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
Vellaris Luxury Suite - near Margaret Island,Budapest,€ 323,Yes,0,New,2,https://www.airbnb.com/rooms/1558060873508311619?search_mode=regular_search&adults=1&check_in=2026-02-08&check_out=2026-02-13&children=0&infants=0&pets=0&source_impression_id=p3_1769508007_P3HeQcUTecvaAbSZ&previous_page_section_name=1000&federated_search_id=c230adf4-695c-4906-9d89-aa6398f72b23
Cozy Home*Heart of City*Near River,Budapest,€ 242,Yes,1,4.85,85239,https://www.airbnb.com/rooms/3928269?search_mode=regular_search&adults=1&check_in=2026-02-08&check_out=2026-02-13&children=0&infants=0&pets=0&source_impression_id=p3_1769508127_P3IXwpabqqoEZrxc&previous_page_section_name=1000&federated_search_id=f40d631f-4f80-41ef-baf2-9bb379e4bb33
Grand Chestnuttree Apartment 3BR/2BATH/2 Balcony,Budapest,€ 478,Yes,0,4.9,147,https://www.airbnb.com/rooms/889012689705706882?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769508127_P3vc_cvZ3Uzan1AI&previous_page_section_name=1000&federated_search_id=f40d631f-4f80-41ef-baf2-9bb379e4bb33
A60 Apartman Hotel,Budapest,€ 330,No,1,5.0,024,https://www.airbnb.com/rooms/1441117584011224223?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769508127_P3tP0nJU5wW_Eipg&previous_page_section_name=1000&federated_search_id=f40d631f-4f80-41ef-baf2-9bb379e4bb33
Aurora - Luxury Apartment with Balcony and A/C,Budapest,€ 265,Yes,1,4.94,94117,https://www.airbnb.com/rooms/1126107663882541963?search_mode=regular_search&adults=1&check_in=2026-02-01&check_out=2026-02-06&children=0&infants=0&pets=0&source_impression_id=p3_1769508127_P3NAJBff-Slc2IJM&previous_page_section_name=1000&federated_search_id=f40d631f-4f80-41ef-baf2-9bb379e4bb33
Wooden Eclectic Design HOME,Budapest,€ 401,Yes,1,4.91,91252,https://www.airbnb.com/rooms/49510241?search_mode=regular_search&adults=1&check_in=2026-02-05&check_out=2026-02-10&children=0&infants=0&pets=0&source_impression_id=p3_1769508127_P3q-Dsa0Xb30g8qB&previous_page_section_name=1000&federated_search_id=f40d631f-4f80-41ef-baf2-9bb379e4bb33
Stylish two-bedroom suite in the center,Budapest,€ 314,Yes,0,4.72,145,https://www.airbnb.com/rooms/634289322863306423?search_mode=regular_search&adults=1&check_in=2026-02-02&check_out=2026-02-07&children=0&infants=0&pets=0&source_impression_id=p3_1769508127_P3qu7S7N__7qPZaY&previous_page_section_name=1000&federated_search_id=f40d631f-4f80-41ef-baf2-9bb379e4bb33
Upscale CityCenter Apt.|MOST Central|2 BDR|Balcony,Budapest,€ 410,Yes,1,4.96,9685,https://www.airbnb.com/rooms/1238276624971016367?search_mode=regular_search&adults=1&check_in=2026-02-08&check_out=2026-02-13&children=0&infants=0&pets=0&source_impression_id=p3_1769508127_P31_fFVB2ZLlNMoH&previous_page_section_name=1000&federated_search_id=f40d631f-4f80-41ef-baf2-9bb379e4bb33
Elegant City Escape,Budapest,€ 493,Yes,1,4.94,9482,https://www.airbnb.com/rooms/1210991285581181586?search_mode=regular_search&adults=1&check_in=2026-02-07&check_out=2026-02-12&children=0&infants=0&pets=0&source_impression_id=p3_1769508127_P3ErpbH2gopdBRCv&previous_page_section_name=1000&federated_search_id=f40d631f-4f80-41ef-baf2-9bb379e4bb33
