distance_city_center,distance_metro,num_bedrooms,max_guests,room_id
0.3633454412498557,0.2096397288159174,1,2,52
5.036497714450563,1.2466108857508118,1,4,53
1.151764132843782,0.8970263744801004,1,2,54
0.3751350635549438,0.1903946025634141,1,2,55
0.3605068051816017,0.2235065665493052,1,2,56
1.395578909867689,0.8572393306243391,5,4,57
1.4833705939880382,0.5362382328069959,1,2,58
1.505923967249401,0.175794704274626,2,4,59
1.2673284617211298,1.1579997481608375,3,4,60
0.9750693378669916,1.1049968776580508,1,2,61
0.2272606763176075,0.4598073595219026,1,4,62
5.839438156140002,3.833064537056145,1,2,63
3.0295222155851818,0.9112465307319396,1,2,64
4.416816886287283,0.4468093520238611,2,3,65
2.564051903620257,1.2481531877884884,1,2,66
0.6265683252747638,0.5815343983346937,2,4,67
5.241484167950498,0.6712405206030825,1,2,68
3.83291422506462,2.3918012298079425,1,2,69
2.3878907808382155,1.4303944319621709,2,3,70
2.572843321360758,1.4724409675029893,1,2,71
0.9445213338246298,0.7271074308544552,1,4,72
3.893254193637553,0.6574336748516322,1,2,73
1.3772429996352762,0.0779166156732898,1,2,74
2.2849446847498727,1.8275555238239385,1,2,75
6.79281178529689,2.443817003121332,1,2,76
1.095053365140708,0.9852069073138536,1,2,77
9.335518920505798,0.3804858903310787,1,2,78
1.09118232606682,1.216674871885683,2,4,79
2.6322379401630376,1.1721670782255924,1,2,80
0.3530819578031284,0.4957339182902796,1,2,81
4.687725165015746,3.632031437799635,1,2,82
4.612475562748068,3.625932548901677,1,2,83
1.7326208039228015,0.504430856064857,1,2,84
4.68689685387767,3.595893239791539,1,2,85
1.1199150496750092,0.3824055698576001,1,4,86
2.478895351747357,1.3334441451638506,1,2,87
6.058988674664705,1.7481671673724164,1,2,88
0.7922262181442554,0.7338243167507649,1,2,89
0.9249996021423226,0.7817880235791371,1,2,90
5.902076232094142,1.9405543232877949,2,4,91
7.01790675436861,0.2182564429090288,1,2,92
0.7503945779761707,0.8086828844577545,2,4,93
3.4008968845053844,1.512648825694328,1,2,94
3.403098485949505,0.7077232272113942,1,2,95
3.0030686360809,1.6344634192292808,1,2,96
3.571400786708212,2.6197486990397936,1,2,97
4.6654114118221015,2.977480240083396,1,2,98
4.157070172595494,0.1012318191726814,0,2,99
1.61529472873922,1.4025393444600294,4,4,100
3.7813310591990335,0.9202137108935404,1,2,101
0.5851829316999698,0.401275176970096,1,2,102
1.9307016592209525,1.5858252502236687,2,4,103
5.0392331758922175,1.7304866027390526,1,4,104
3.5992221200932195,2.460046063839885,1,2,105
1.4993631412343562,0.2314822152442006,1,2,106
3.716679326293173,1.5569628923100989,0,2,107
1.8105403189141107,0.5203169404675712,1,2,108
0.6539669819722009,0.3510826980086694,1,2,109
1.8831520950903005,0.7067286569629585,1,4,110
1.4071102007540723,1.3814078101685354,1,2,111
2.6780920014537366,1.844094477601163,0,2,112
2.061576554640393,1.558177167802819,1,2,113
1.792237506252496,1.8748732889669992,2,4,114
3.3426480507193443,0.647097191952299,1,2,115
1.2265998445779276,0.4873379813018268,1,2,116
2.6187094013605834,0.4308307558331673,2,4,117
2.85095702392196,1.0720367196207157,1,2,118
10.723483252396443,0.4545625659060568,1,2,119
4.934493704887129,1.0142340425633636,2,4,120
3.816301136112157,2.642407201417929,1,2,121
4.295560862635061,0.1831750782063814,1,4,122
3.3720972916742413,2.1386838643617683,1,2,123
1.960856865325015,0.500426586761092,1,4,124
3.1412948011878608,2.2704517555461674,1,3,125
1.680914916130399,0.204161187927555,1,2,126
1.9343923826676208,0.2811494140770151,3,4,127
1.2475451828191395,0.939539308934614,3,4,128
2.870363252764024,0.6699301441556185,1,2,129
7.723053179546973,3.2463361960463843,1,2,130
2.064980564395761,0.1256081740720538,3,4,131
2.4735025666746417,0.3348317397744452,1,2,132
0.218366101609283,0.2591512188348284,2,4,133
0.7242106613067878,0.1863698123406392,3,4,134
2.010016972105639,1.4750921740191227,1,3,135
1.1547535644310036,1.2846700786178615,1,2,136
1.8376328981523096,1.584238759465108,2,4,137
1.088797787354492,1.212522232900192,2,5,138
1.388807900683971,0.1269511243741907,2,4,139
0.7110008852626659,0.8957467668007161,2,4,140
3.418305160366661,1.1743112776586542,1,2,141
3.3858261601570585,0.8591961020934598,3,4,142
3.6811019022708114,0.6261363394588191,1,2,143
1.1876186249041147,0.7745627020997912,1,2,144
3.7690531200659865,1.5272057403729855,3,4,145
2.196436786257042,1.887286633437381,1,2,146
8.283327632149607,0.5951119453181583,1,2,147
3.752141559788319,2.479915042294863,1,4,148
2.4074427244730043,1.3443515378999538,1,2,149
8.56840750623002,0.8093578607499121,1,2,150
1.1011644838435135,0.3515608640822453,1,2,151
2.378975833053337,0.3727314901110468,1,2,152
3.603560472926401,0.5668273884573035,1,2,153
3.018615585902174,0.5247043217551033,1,2,154
0.7632839134656935,0.7397462391919207,1,2,155
4.137211263962653,2.8408930193825026,1,2,156
3.6367767909716906,0.4404027289694567,1,2,157
0.9709188271346144,1.096036280158745,3,6,158
2.1196232016134884,1.5086101517302042,1,2,159
1.9378488749721643,1.5727986406510968,0,4,160
3.7107928910227055,0.2215851965007317,1,4,161
1.0057848731195025,0.5415389093721886,1,4,162
4.718971513745547,0.7322021630584719,1,2,163
4.456138821808169,0.4126505145672419,1,4,164
4.018532276866914,0.6144464815739037,2,4,165
2.4303914974794214,0.3131754497085762,1,2,166
3.168237065948456,0.9120456255463492,1,2,167
0.9580992248851998,0.9885629382649193,1,4,168
0.3714395451909041,0.134728523844149,0,2,169
2.146646791238017,1.3945468029754575,1,2,170
3.472098019071252,1.028521865497918,1,2,171
2.2190485159577604,0.1534425610558035,2,4,172
1.258901386091701,1.1347773626037854,1,2,173
10.853492735263176,0.7640354186733012,1,2,174
0.1613319628315826,0.3700923222171218,0,2,175
3.3127304935792248,0.5168796995178072,1,3,176
2.2645205162247763,0.4557332516539836,2,4,177
1.133040038699657,0.4199509714157932,1,2,178
2.379144746458994,0.4821955342373608,2,4,179
1.590912120846862,1.5167871078585553,1,2,180
2.178444728310984,1.3971998000797672,1,4,181
0.6937770390868382,0.6103862978784339,2,4,182
1.5250661771208915,1.2483942832692196,3,4,183
6.375406380227657,2.446078866743691,1,3,184
2.285602198759076,0.2944749113660804,1,2,185
2.4741674013100776,1.499850873780279,1,2,186
6.050694737204826,1.6662920533924643,1,2,187
10.453219551947551,0.3322092144010337,1,2,188
4.599353594596956,0.5030919944116142,1,2,189
2.5285867094854373,1.472691888707652,4,4,190
4.774310108806402,0.2820637280625477,1,2,191
1.0502783080107736,0.8064406756102587,3,4,192
1.750366502069159,1.6355972255474551,1,2,193
0.5932291959302427,0.6365911773087146,1,2,194
5.21296650933706,3.832716042112928,0,3,195
2.6612728993460566,1.970027955112244,2,4,196
2.1593820479734256,1.5422503626132524,1,2,197
0.3940358562606905,0.1959483590067264,1,2,198
2.2105463427447107,1.206081902143363,1,2,199
0.7553339649403623,0.4486168804903532,1,2,200
5.924732550802987,1.4765118209583892,1,2,201
1.3793400398962383,0.3861357620803379,1,2,202
1.0183806520872525,0.8601405523850606,1,2,203
2.5329930094495627,0.3442966105560922,1,2,204
1.2286456559027872,0.3698019532961227,1,2,205
3.1050637991936187,1.8878481438597647,2,3,206
2.3702088966394856,1.8562790047053896,1,2,207
1.196304903861786,0.9783056128746024,2,4,208
1.3701507627213405,0.1073010915114232,1,4,209
2.445875336409064,0.626836891216754,1,2,210
2.8597924696165715,0.5770980648418833,2,4,211
3.503952091186423,1.7228436691300804,2,5,212
2.8949775310449337,1.7688405854417426,1,2,213
1.5122702295762689,0.1941015234293637,3,6,214
4.026662462247161,0.8724677156341855,1,2,215
3.1972985934282425,0.5412267604627591,3,4,216
11.187100154117871,0.4238807315942822,1,4,217
0.8307142280759556,0.4514115129639788,0,2,218
2.2387743821770667,0.2342390132526644,1,2,219
1.2822467230183203,1.197580042986349,2,4,220
1.5910392036654406,1.5138877551236871,1,2,221
2.6153792122347443,1.978808815342543,0,2,222
2.1379533266321595,0.0576981436516522,0,2,223
3.24668560709205,0.733216648892451,1,2,224
2.88941954285758,1.1995434912583012,2,4,225
10.40607716946772,0.4685946543749776,1,2,226
2.6965813900665454,1.83151589988676,2,4,227
1.2243296655599034,0.9383892634659836,1,2,228
10.898646644844804,0.2003325792143527,1,2,229
0.8166865418020203,0.9430410759408056,1,2,230
3.2543600386540854,0.8150482720745783,1,2,231
0.6128074572394556,0.6261354026228159,2,4,232
6.805426268752378,0.4178391799529932,2,4,233
4.055558885452375,2.144151474553194,3,4,234
7.297903452296986,3.0297151455229785,1,4,235
1.2051762215606054,0.427585515339741,1,2,236
2.86126129098388,1.341994910603279,0,4,237
9.461193276819836,0.5199748417991036,2,3,238
3.8756943705432993,0.5335506980152729,0,4,239
3.816294493436277,0.7166396308234398,3,5,240
1.157611864220484,0.4427565973806295,1,2,241
4.048209028263254,0.1245077819423133,1,2,242
3.9197071621384896,0.1967484252974422,2,4,243
3.061593749736752,0.4565702771027853,2,4,244
2.0819265631422392,2.005066358810773,1,2,245
8.328174013681252,3.322728204022658,1,2,246
7.174061152495985,3.00537913654262,1,3,247
3.869383502868556,1.1541799683788203,1,2,248
2.502125234308872,1.9683862116295985,2,4,249
2.946369673139789,0.8805309068987951,1,2,250
2.531798798357753,1.9508241563748103,3,4,251
0.1951980501873343,0.2543870729567982,2,4,252
1.4292708718377594,1.2019194359640075,1,4,253
0.9598558196666732,0.6589549052774286,0,2,254
1.731690237097334,0.1068345836161703,0,2,255
1.7635668072623376,0.1304376878811783,0,2,256
1.1103486515953374,1.2007269573498716,1,2,257
4.193063773512277,0.1530381646078639,3,4,258
6.446611060893965,2.5320980249943688,3,6,259
1.1633859680678085,0.6138031297978308,1,2,260
0.345523840742521,0.4195982639991573,1,2,261
9.230171256230186,0.2947510204240605,1,2,262
1.0920611908615705,0.5619198281084249,0,2,263
1.2238902406353978,0.2904783052940414,1,3,264
3.5132238825336257,1.660496489168836,3,5,265
1.4250454822872758,1.3247353046140298,1,4,266
2.123122113662819,0.2337022412454324,1,2,267
0.2403669761183767,0.4770434349678951,1,4,268
2.7165218008543284,1.5253450419553285,1,2,269
1.1627614308403376,0.9103197866147276,3,5,270
2.033686640136478,1.3125529101338531,1,2,271
2.670217588988946,0.6242630501583555,1,2,272
7.081052422366315,3.19576631771615,2,4,273
1.2454901675254375,0.4970273626145227,1,2,274
1.210052845440982,0.9869445639151446,1,2,275
6.329190085032534,4.411915315184665,2,4,276
0.9479501149031376,0.8155665154980324,3,4,277
4.04677392100638,1.2112289797247815,1,2,278
7.448076119094492,2.4623758154471687,2,4,279
2.4211262791138632,1.3912920795491988,2,3,280
0.7316357598343444,0.3063782603336532,1,2,281
2.772629647037306,1.3098681163007877,1,2,282
1.6603169580718946,0.0365299349690898,1,2,283
8.149967773654454,3.3115272879983904,3,4,284
6.978908089437527,0.0687184318413499,1,2,285
4.629759730730524,0.8502639211480465,0,2,286
0.5016413716644758,0.2751186389666705,0,3,287
1.7381836787487484,0.3776491570566164,2,4,288
0.5314343611142552,0.147342513212529,1,2,289
1.8778904684545863,0.7651677882558822,1,2,290
0.8268636946364731,0.6483040842536506,2,4,291
3.169262405932536,0.6419533809730128,1,2,292
1.1180016594802644,0.4841207760826837,1,2,293
3.042632814959356,1.68990296753702,1,3,294
7.494987621979645,3.316991622443339,2,4,295
2.290544365670652,1.6831399184913935,1,2,296
0.9823256087976632,0.6400305551847726,0,2,297
0.9384199597900156,0.9089482696796484,2,4,298
0.8689376780218488,0.9431073696347472,2,4,299
3.5789888131796745,1.0807963140739605,1,2,300
3.481206790359048,1.3413970797407817,1,2,301
7.104815916987718,0.1969119600847507,1,2,302
2.759807642732134,1.6131358710845638,1,2,303
2.9304498212371377,0.9890716194329544,1,2,304
0.3971287274991505,0.4249699342286068,1,3,305
4.753301220591684,0.291265710472625,1,2,306
0.6432797933909642,0.7051149438759162,1,4,307
1.843414802892541,1.567852819146674,1,2,308
3.240919753612332,2.034269593921583,1,4,309
1.7763168318632667,0.3904185288251806,1,4,310
3.9253330803389503,1.968889299785439,3,4,311
3.812821067852762,1.1108471283219898,1,2,312
4.894306981480401,0.8312679532162717,2,4,313
2.7484060408978936,1.6530573697807769,1,3,314
2.465013388537726,0.1210290090382624,2,2,315
1.182523156670852,1.2642717941773842,0,2,316
1.761900973638962,1.6840366529235025,1,2,317
1.4333734110859075,1.3630703276441116,1,2,318
1.5514001269716866,0.923614786809486,1,2,319
1.96011552062919,0.2477981208904617,3,4,320
3.310462564729232,0.8596018053488346,0,2,321
2.4641833980904337,1.5184080542126452,1,2,322
6.32486346550931,1.964267309099485,1,2,323
2.140598515315153,0.2386103255550466,2,4,324
6.291365973282467,2.3808055243960418,1,2,325
2.011355928615153,0.4006963639941867,0,2,326
2.937801886453491,0.998585843757206,2,4,327
1.737851302767052,1.877712322461092,1,2,328
1.0888412392791802,1.1916766135357626,1,2,329
1.9131368224630303,1.521022938247527,1,3,330
2.1368991958336045,0.0837770875750669,0,2,331
1.8688444053531743,0.8393184180742623,1,2,332
1.5647645877321996,0.1816822906160285,0,2,333
3.5489264149300257,2.4371601128803,1,2,334
2.579456768894296,1.939540827332288,1,2,335
2.680403418532747,1.2899112742126717,3,4,336
4.051917607255711,0.6841712966128629,3,6,337
2.314548394921164,1.595429011714874,1,2,338
1.4756207370733208,1.4395679661164715,1,3,339
0.2862270363942465,0.2213098445190591,1,2,340
0.3639339290695795,0.2256158781449668,2,4,341
8.396193965451163,3.349573513993501,0,2,342
3.257268339680081,1.8448750660290103,1,2,343
7.969305988961323,3.449791233100316,3,4,344
3.53040385878742,2.096772714077786,2,4,345
2.158727236080072,0.462624354105188,1,2,346
5.309254055530047,2.98330456540736,3,6,347
3.550537513117757,1.394272482037601,1,2,348
8.894206248511344,0.4494306281654909,1,2,349
0.2974726347767152,0.273675427402192,2,4,350
0.1673131477644722,0.2400719766181269,4,4,351
0.3700082752668438,0.2649952611077426,1,2,352
3.3864906698808577,0.4393454321343346,0,2,353
2.056143962063712,0.5829532354990414,1,4,354
1.9873365148655668,1.9243132700446044,2,4,355
2.583144908068959,0.6132777706171577,1,2,356
7.401774924959425,0.324430029958923,2,4,357
2.2026551610414105,0.4808489268128597,2,4,358
4.745291339574047,0.7900395774136626,3,4,359
2.48625608495136,1.9075886852707808,2,3,360
1.143335256300487,0.434767398257414,4,6,361
1.661022025321989,1.7328978100848034,1,2,362
0.3428061638767657,0.2704808015473475,1,2,363
0.8993193377447499,0.8442495516905745,1,2,364
1.4690753644746604,0.1869973972516004,2,4,365
4.45291253977435,0.6150929612848858,1,2,366
1.3407265036144973,1.3704601766751132,2,5,367
1.2216762047028968,0.6329835978810849,1,4,368
2.678607793001168,0.619887130110782,1,3,369
1.6450857112662365,1.2728867269609074,1,2,370
0.2895266515672745,0.4493808956206092,1,2,371
0.2726701727182661,0.4680815370178567,1,2,372
0.922796231237302,0.6789854703980611,1,2,373
1.3403735525137348,0.8435705630862228,1,2,374
1.2980229450859604,0.8133544991075086,1,2,375
6.502260068918842,0.1868052977296511,1,2,376
3.6138475671793455,0.4328047659136378,2,4,377
8.78717569020699,0.7601124924663225,1,2,378
2.5809634907719534,0.8236820945514493,3,6,379
3.046515129832056,1.3878199440190568,2,3,380
1.0877057867638138,0.4831030836764748,1,2,381
1.7850137283759848,0.8252620114311899,2,4,382
0.2804455866459713,0.2733957537077167,1,2,383
0.902817036775705,1.053211220818456,1,2,384
1.5409509359930025,0.3004920413890542,1,2,385
11.038044988580411,0.6165535508205746,1,2,386
1.337129427158154,0.3750906027160168,4,4,387
2.7712160729049127,1.6374777267576586,1,2,388
2.228795196244665,0.4285827306811792,3,4,389
3.1085899421577183,2.0309185993218186,1,2,390
4.0910736894608,0.2634186961461464,1,2,391
2.6441496003211595,0.4671583350127822,1,2,392
9.186679711215287,0.6987056383144588,2,4,393
0.749909127940408,0.588613800221921,1,2,394
7.256823710579931,0.3483140225749814,1,2,395
0.9357224284744096,0.6611870535492602,0,2,396
0.7420383543710357,0.4912928462120452,2,2,397
0.971569080547961,0.6301026675351763,0,3,398
0.2754348902526141,0.5105237658897454,1,4,399
1.2092938883854898,1.0919718174382118,1,2,400
2.121118972301494,1.94572610404716,1,2,401
3.563816361456737,1.3584681110082284,2,4,402
4.593248430863174,0.7231281133302132,1,2,403
2.116070967254967,0.9658406237026368,0,2,404
4.5939311522871895,0.1051871237368232,1,4,405
6.648888306593069,0.4407995498447566,1,2,406
0.5337976180149427,0.3223209296815849,1,2,407
1.472049269004995,1.2387197994690615,1,2,408
3.397864470100404,2.422338490819688,1,2,409
2.716817308289298,1.2687303095151,1,2,410
1.8791674519616897,0.2953727420915962,0,2,411
2.153009991498413,1.4911980998059209,2,4,412
3.2965734069277315,1.226627473905339,3,4,413
3.488159987939203,1.964908681535753,1,2,414
0.6662369998526062,0.5920692170542828,2,4,415
3.0841225527215075,0.5317907808547516,2,4,416
3.1641595963446867,0.4767363699926728,2,4,417
3.1502542206829074,0.540488286065526,2,4,418
2.9429788856346506,1.4817144252959469,2,2,419
2.757608074338754,0.4766601961843698,2,3,420
2.709045091252892,1.2405762988964817,1,2,421
0.5049749473094602,0.338421910928131,1,4,422
0.3379457651761013,0.3224488468834334,0,2,423
2.793038724881065,1.05041461371443,2,4,424
0.4062584290776245,0.44562526639602,0,2,425
2.811828644796849,1.0602656077469006,1,2,426
2.955913597127819,1.644883337396129,3,4,427
2.8993484756765104,1.6081795662275111,1,2,428
10.729829705225098,0.5039596498564389,2,4,429
1.077961503252688,0.93877851992916,0,2,430
0.3362210405432312,0.5644530996156306,1,2,431
1.995211956436393,0.2694131643224492,2,4,432
2.123157088876007,0.5026921388728146,1,4,433
1.821746995584432,1.4715643124926323,1,2,434
3.575143509989056,0.7687288633653885,2,4,435
1.406046877004593,0.6700167005633776,3,4,436
3.5439609687505778,0.4396085408345265,2,3,437
2.758944308279711,0.8550361570034479,1,2,438
2.49564889900842,0.9764219624064068,1,4,439
0.743948359039764,0.6248095859988213,1,4,440
1.3351060020588563,0.5340880619057765,1,2,441
8.232046569750697,3.403507056190536,0,2,442
7.325870535810913,3.5139902400810885,1,2,443
2.0966638442762786,1.5582261423238473,3,3,444
3.7049954688395865,2.2910261030206738,3,4,445
3.434194241351072,0.2901789858581217,2,4,446
3.850381411625262,1.000077602362588,2,4,447
0.8045956315218976,0.6302379843526383,0,3,448
0.099653501265351,0.3069820702666234,0,2,449
1.976076094847115,0.3541166133183717,2,4,450
1.0923607673057556,0.5645858864491468,2,4,451
3.011492717605268,0.897171291149295,1,2,452
0.5271932106561056,0.2236425474841289,2,5,453
1.4781001972750474,1.454009367084325,1,2,454
1.3437307396437903,0.5177519727617415,1,2,455
0.4331093948195396,0.2279685851001318,3,6,456
0.8976368472520828,0.718351833185352,0,2,457
0.8214128172087305,0.633240498829823,0,3,458
11.03773603590017,0.62723648735813,2,3,459
0.948788096520026,0.7734100397526606,0,2,460
3.910851974538859,0.9328881519374496,1,2,461
1.6265889740902009,0.5739458151154336,1,2,462
1.3605492938037025,0.8221647565339516,1,2,463
1.0935841673244506,0.6136814818182426,1,2,464
6.003937195420157,1.1893164742118734,1,2,465
1.47417472781914,1.220433126369452,3,4,466
9.348029945732897,0.7445803900753045,1,2,467
5.4162755237285065,0.5772118077880999,1,2,468
2.410867957674224,0.2515066607075367,2,3,469
3.608388448018828,0.7500055295798854,1,2,470
1.4922559400801028,1.5041949741295515,1,2,471
1.3951070045336125,0.6533778129471487,1,2,472
1.2006366562787605,0.494616939734642,1,2,473
3.242923417708941,0.8299651281645313,3,4,474
1.3612904337231495,0.6180706858518248,1,2,475
5.303744894605014,0.4203411204161449,1,2,476
2.477384541826873,1.4363972018379791,1,2,477
3.644934918270801,1.691230146239749,4,4,478
1.5777312456317156,0.3174337692852088,1,2,479
0.6803930072622437,0.4493960663752936,1,2,480
1.444189241127498,1.3576806429356143,1,2,481
0.1885288278893922,0.1807682543430058,1,4,482
0.1386645584328363,0.1972943061356879,0,3,483
3.8377111455988544,2.8134863633251825,1,2,484
2.622877256729827,1.3433485672929883,1,2,485
1.0632696220786984,1.1958198961371844,1,2,486
1.2367465025820918,1.0518418774747902,2,4,487
7.083711327609709,3.4133063845220613,1,2,488
0.2877071439287178,0.0708805340183559,2,4,489
5.145610907606987,1.4258260483667795,1,2,490
3.994828511071973,1.0167929637847486,2,4,491
0.5999995685426281,0.1459595422340796,1,4,492
0.756970102359457,0.921397238856894,1,2,493
1.231425680175296,0.5137138801903348,1,2,494
3.963243943737326,0.8068746127730139,2,4,495
4.69702236945333,3.4063201159111443,1,4,496
0.691933325614957,0.8081288836765702,2,3,497
8.377399284977615,3.722545864828776,1,2,498
1.9072743504697696,0.6846673932413595,1,2,499
2.978906253871682,1.458253468980608,0,2,500
2.905404786250416,1.5339842203263518,1,4,501
4.288270007423799,1.2556685082768544,1,2,502
1.8418085686184145,0.5281244287931286,1,2,503
1.6015873642380736,1.5008579628497989,2,4,504
7.6932272926316285,3.776977783080029,2,4,505
0.5545413209293035,0.3462387608679918,1,2,506
0.8294274663677281,0.9038613908996508,1,2,507
2.5254227602653385,1.299804344191244,3,4,508
6.479034106524619,4.095711511684364,1,2,509
0.4995517654354977,0.0452202367146166,0,2,510
7.972738293051172,0.585419388573309,1,2,511
1.1803151435424777,1.017945187754835,1,2,512
3.698008283526384,2.443507004982804,1,2,513
7.897124607130071,3.34950709086902,1,2,514
1.9940523834752912,0.2005759773314424,2,4,515
1.154034697516804,0.2640954345088986,1,2,516
6.405929876874316,2.096404347128172,1,2,517
1.1617217829190112,1.1559535414523046,1,2,518
0.6074574904854887,0.1661690453846391,1,4,519
3.646617307681841,2.45410862594702,1,2,520
0.2988822359077754,0.2552566017232897,1,2,521
0.2645439121022677,0.2274570512331603,1,2,522
1.5112863647308643,1.267770006365097,1,5,523
1.8979244283569967,1.908060732504753,1,2,524
4.573755646739478,3.150340867347228,1,2,525
0.7816646297545559,0.7301650831663089,1,2,526
2.1576837719183564,1.495510031238361,1,2,527
1.871115677546975,1.529883826847158,1,2,528
3.12479210393515,0.5491544392071435,2,4,529
3.5692106976545204,0.6984649219093739,2,4,530
3.607836531849917,1.6539819223109358,1,3,531
3.1346149544386988,1.9549805476199429,1,2,532
2.0382608219750145,0.1548958309412227,3,6,533
3.023485756770368,1.5885218629941165,1,2,534
2.1519227347287444,1.6432708214224112,1,2,535
3.38818760577173,2.1115455002657875,3,4,536
3.064782626540737,1.7577296924392285,1,2,537
1.839897858327952,0.485490105549392,1,3,538
2.432694452645903,0.7287260460188892,1,2,539
0.6188752838771392,0.2924994583056112,2,4,540
2.986559534823481,1.0732218232824755,3,4,541
0.5389110321049098,0.2484030642858937,1,2,542
1.8439233325897628,0.3506878607343284,1,2,543
1.888064753502736,1.8058525767287328,1,2,544
2.6026624232858904,1.236035020445942,2,4,545
0.44043270378182,0.4568479340846588,2,4,546
1.927053639386917,0.2629848020509173,2,4,547
2.443634646064763,1.2551263234995729,1,2,548
6.64146886597979,2.123983401411834,1,2,549
10.14956306452238,1.1136174542069004,1,2,550
10.128259537926995,1.112341340250019,1,2,551
10.073490090961544,1.0036405514042732,1,2,552
9.96621180978298,1.1029434397236724,1,2,553
1.2177899313284035,1.1412571568986538,0,2,554
1.170821138050782,0.5508823705734878,1,2,555
1.1301492900586705,1.0839193532247509,0,2,556
2.181736190332088,0.4671099382495319,3,4,557
2.3361408437968723,0.6187855312563412,2,4,558
1.862884971413064,0.7031591102460618,1,2,559
0.9721050325800308,0.4675960645624426,1,4,560
0.992702453740026,1.0846547847896026,1,2,561
2.928281339168406,1.621455341084057,3,5,562
2.327682714835818,0.7181427551568089,3,4,563
3.602701442903627,0.1007740057793931,2,4,564
2.8778553173215284,1.0709355640523273,2,4,565
1.7651125849760003,1.7153961722742237,1,2,566
1.264715166206373,0.4703280996300124,1,2,567
4.296259327816605,0.7710028462696366,1,2,568
2.975607201563641,1.6553353038551804,2,4,569
7.594588097597925,0.7838911247101393,1,2,570
1.5170885254790842,1.4293613333939603,0,4,571
6.525145643031819,1.9539501035177167,1,3,572
2.8347780882133384,1.3595669919985298,0,3,573
3.627089026715249,1.6989098857854066,1,3,574
1.2773008303798905,0.672541589405056,1,2,575
1.1397055853048172,0.4416495572029794,0,2,576
1.412392533345688,0.1659570897955379,1,2,577
1.2393663643866293,0.737743309544983,1,2,578
1.4323810575774172,1.3824197464176904,1,4,579
2.863347344159845,1.7263130674050886,2,4,580
1.478541063093686,1.6031666695885105,1,3,581
1.3008801280607143,1.295799455852778,2,4,582
3.0382605954299087,1.4573425714918402,1,2,583
5.598412744386663,3.950470390051717,1,2,584
2.0919879287307603,1.1062793411622822,0,2,585
2.238971850341774,1.0309148392372562,0,2,586
3.819808218651902,2.2242555731559417,3,4,587
2.1442717752745533,1.803145765040602,2,4,588
3.5060140733365786,0.9248057626643064,1,2,589
3.4386970579425946,0.8192941851368829,1,2,590
1.2707944936456663,0.7067336200557744,1,2,591
2.081457384390995,0.4425872141132757,1,2,592
1.086623021139889,0.704737729790729,1,2,593
1.5852074297594774,1.61021178321822,1,2,594
1.9470405396940744,1.8956003809792463,1,2,595
0.1847578358707701,0.420524421186402,1,2,596
2.37860246416926,1.5257127747434576,1,4,597
4.084006228701259,0.8594670615547043,1,2,598
0.7263702059219925,0.7930230502351593,1,2,599
