room_id,city_id,state_id,district_id,country_id,longitude,latitude,location_id
224,1,1,2,1,4.84777,52.382290000000005,224
225,1,1,2,1,4.85516,52.38487,225
226,1,1,2,1,4.98931,52.3006,226
227,1,1,2,1,4.860530000000001,52.35945,227
228,1,1,2,1,4.889880000000001,52.38406,228
229,1,1,2,1,4.9921,52.2963,229
230,1,1,2,1,4.88623,52.37925,230
231,1,1,2,1,4.90341,52.34467,231
232,1,1,2,1,4.88411,52.37299,232
233,1,1,5,1,4.94575,52.32125,233
234,1,1,1,1,4.90319,52.40916,234
235,1,1,4,1,4.78942,52.35666,235
236,1,1,2,1,4.88623,52.36325,236
237,1,1,2,1,4.90543,52.39782,237
238,1,1,2,1,4.98045,52.30713,238
239,1,1,2,1,4.83907,52.3842,239
240,1,1,2,1,4.86308,52.34427,240
241,1,1,2,1,4.89924,52.36353,241
242,1,1,2,1,4.83365,52.37301,242
243,1,1,2,1,4.83556,52.37426,243
244,1,1,2,1,4.89156,52.34573,244
245,1,1,2,1,4.86382,52.36785,245
246,1,1,2,1,5.00683,52.34575,246
247,1,1,4,1,4.79,52.36,247
248,1,1,2,1,4.85118,52.34976,248
249,1,1,2,1,4.86204,52.36122,249
250,1,1,2,1,4.85021,52.376740000000005,250
251,1,1,2,1,4.86191,52.36085,251
252,1,1,2,1,4.89572,52.37252,252
253,1,1,2,1,4.88676,52.38548,253
254,1,1,2,1,4.88589,52.36582,254
255,1,1,2,1,4.909330000000001,52.36125,255
256,1,1,2,1,4.909590000000001,52.36101,256
257,1,1,2,1,4.878,52.377,257
258,1,1,5,1,4.91948,52.33918,258
259,1,1,4,1,4.79853,52.37599,259
260,1,1,2,1,4.88414,52.36433,260
261,1,1,2,1,4.88805,52.37353,261
262,1,1,2,1,4.9806,52.3099,262
263,1,1,2,1,4.88556,52.36457,263
264,1,1,2,1,4.88808,52.36267,264
265,1,1,5,1,4.93637,52.35604,265
266,1,1,2,1,4.874,52.368,266
267,1,1,2,1,4.90917,52.35688,267
268,1,1,2,1,4.89372,52.37536,268
269,1,1,2,1,4.855,52.36600000000001,269
270,1,1,2,1,4.88076,52.36601,270
271,1,1,2,1,4.92214,52.37751,271
272,1,1,2,1,4.89646,52.34932,272
273,1,1,4,1,4.78951,52.37887,273
274,1,1,2,1,4.90002,52.36287,274
275,1,1,2,1,4.87956,52.36619,275
276,1,1,3,1,4.98537,52.3664,276
277,1,1,2,1,4.88167,52.36837,277
278,1,1,1,1,4.91643,52.406690000000005,278
279,1,1,7,1,4.80439,52.3341,279
280,1,1,2,1,4.85801,52.37675,280
281,1,1,2,1,4.90369,52.37435,281
282,1,1,2,1,4.85321,52.36824,282
283,1,1,2,1,4.90741,52.36115,283
284,1,1,2,1,5.0049,52.34713,284
285,1,1,5,1,4.94193,52.318090000000005,285
286,1,1,4,1,4.827,52.383,286
287,1,1,2,1,4.89403,52.36876,287
288,1,1,2,1,4.89285,52.35761,288
289,1,1,2,1,4.9,52.371,289
290,1,1,2,1,4.9161,52.38255,290
291,1,1,2,1,4.88518,52.3676,291
292,1,1,2,1,4.84736,52.37851,292
293,1,1,2,1,4.88636,52.36407,293
294,1,1,5,1,4.93374,52.36187,294
295,1,1,4,1,4.78534,52.35955,295
296,1,1,2,1,4.85977,52.37046,296
297,1,1,2,1,4.88585,52.3656,297
298,1,1,2,1,4.88732,52.38089,298
299,1,1,2,1,4.88085,52.37542,299
300,1,1,2,1,4.85001,52.35482,300
301,1,1,2,1,4.85439,52.3528,301
302,1,1,5,1,4.94234,52.31694,302
303,1,1,2,1,4.855119999999999,52.36458,303
304,1,1,2,1,4.90341,52.34766,304
305,1,1,2,1,4.88729,52.37293,305
306,1,1,7,1,4.83576,52.34888,306
307,1,1,2,1,4.88381,52.37428,307
308,1,1,2,1,4.8693,52.36534,308
309,1,1,3,1,4.94043,52.37632,309
310,1,1,2,1,4.89078,52.35733,310
311,1,1,1,1,4.90505,52.40775,311
312,1,1,2,1,4.85085,52.35075,312
313,1,1,7,1,4.8808,52.32989,313
314,1,1,5,1,4.93125,52.36517,314
315,1,1,2,1,4.911630000000001,52.3542,315
316,1,1,2,1,4.8768,52.3769,316
317,1,1,2,1,4.86843,52.36846,317
318,1,1,2,1,4.87292,52.36957,318
319,1,1,2,1,4.91487,52.36912,319
320,1,1,2,1,4.88954,52.35575,320
321,1,1,5,1,4.9268,52.35179,321
322,1,1,2,1,4.87182,52.39115,322
323,1,1,7,1,4.80538,52.35457,323
324,1,1,2,1,4.894,52.354,324
325,1,1,4,1,4.8016,52.36542,325
326,1,1,2,1,4.89581,52.35523,326
327,1,1,5,1,4.92598,52.35614,327
328,1,1,2,1,4.87309,52.38293,328
329,1,1,2,1,4.87867,52.37745,329
330,1,1,2,1,4.86939,52.36401,330
331,1,1,2,1,4.88968,52.35414,331
332,1,1,2,1,4.91674,52.38177,332
333,1,1,2,1,4.89034,52.35927,333
334,1,1,3,1,4.9452,52.37413,334
335,1,1,2,1,4.862,52.36,335
336,1,1,2,1,4.85397,52.37062,336
337,1,1,2,1,4.83588,52.36325,337
338,1,1,2,1,4.85911,52.37315,338
339,1,1,2,1,4.88128,52.38435,339
340,1,1,2,1,4.896,52.37137,340
341,1,1,2,1,4.89591,52.37045,341
342,1,1,2,1,5.00769,52.34542,342
343,1,1,2,1,4.902,52.402,343
344,1,1,3,1,5.00369,52.34984,344
345,1,1,3,1,4.94081,52.36082,345
346,1,1,2,1,4.88398,52.35465,346
347,1,1,1,1,4.871,52.419,347
348,1,1,2,1,4.8551400000000005,52.35136,348
349,1,1,2,1,4.98595,52.317040000000006,349
350,1,1,2,1,4.89668,52.3717,350
351,1,1,2,1,4.89533,52.3726,351
352,1,1,2,1,4.89735,52.37116,352
353,1,1,2,1,4.84393,52.37781,353
354,1,1,2,1,4.89877,52.35508,354
355,1,1,2,1,4.86394,52.3725,355
356,1,1,2,1,4.90526,52.35124,356
357,1,1,5,1,4.94785,52.31577,357
358,1,1,2,1,4.88359,52.35431,358
359,1,1,1,1,4.93168,52.40876,359
360,1,1,2,1,4.86311,52.360490000000006,360
361,1,1,2,1,4.88679,52.36371,361
362,1,1,2,1,4.87005,52.37812,362
363,1,1,2,1,4.89675,52.37111,363
364,1,1,2,1,4.880380000000001,52.37106,364
365,1,1,2,1,4.90645,52.36286,365
366,1,1,2,1,4.82782,52.37562,366
367,1,1,2,1,4.8735800000000005,52.37481,367
368,1,1,2,1,4.88339,52.364,368
369,1,1,2,1,4.90647,52.35059,369
370,1,1,2,1,4.88967,52.38787,370
371,1,1,2,1,4.89548,52.37539,371
372,1,1,2,1,4.89045,52.37507,372
373,1,1,2,1,4.8861300000000005,52.36612,373
374,1,1,2,1,4.91269,52.37442,374
375,1,1,2,1,4.911980000000001,52.37485,375
376,1,1,5,1,4.947,52.325,376
377,1,1,2,1,4.84019,52.37578,377
378,1,1,2,1,4.97255,52.31102,378
379,1,1,2,1,4.91,52.394,379
380,1,1,2,1,4.8536,52.36038,380
381,1,1,2,1,4.8973,52.3638,381
382,1,1,2,1,4.87915,52.35965,382
383,1,1,2,1,4.89682,52.37215,383
384,1,1,2,1,4.88281,52.37835,384
385,1,1,2,1,4.9097,52.36382,385
386,1,1,2,1,4.98491,52.2915,386
387,1,1,2,1,4.89654,52.3614,387
388,1,1,2,1,4.856,52.363,388
389,1,1,2,1,4.8968300000000005,52.35333,389
390,1,1,5,1,4.93689,52.36534,390
391,1,1,5,1,4.91716,52.33954,391
392,1,1,2,1,4.88828,52.34965,392
393,1,1,2,1,4.97561,52.30793,393
394,1,1,2,1,4.88526,52.3685,394
395,1,1,5,1,4.94428,52.31603,395
396,1,1,2,1,4.8862,52.36596,396
397,1,1,2,1,4.89452,52.366620000000005,397
398,1,1,2,1,4.88614,52.36561,398
399,1,1,2,1,4.89276,52.3757,399
400,1,1,2,1,4.88609,52.38322,400
401,1,1,2,1,4.87771,52.38981,401
402,1,1,2,1,4.85463,52.35152,402
403,1,1,7,1,4.849,52.342,403
404,1,1,2,1,4.92088,52.36471,404
405,1,1,7,1,4.8704,52.33435,405
406,1,1,5,1,4.94541,52.32278,406
407,1,1,2,1,4.8897,52.36891,407
408,1,1,2,1,4.875,52.36600000000001,408
409,1,1,3,1,4.9430000000000005,52.373000000000005,409
410,1,1,2,1,4.90496,52.39655,410
411,1,1,2,1,4.9073,52.35875,411
412,1,1,2,1,4.92432,52.37017,412
413,1,1,2,1,4.85188,52.3577,413
414,1,1,1,1,4.90337,52.40395,414
415,1,1,2,1,4.8840900000000005,52.3709,415
416,1,1,5,1,4.920059999999999,52.35096,416
417,1,1,5,1,4.9206,52.35031,417
418,1,1,5,1,4.92124,52.35076,418
419,1,1,2,1,4.8547,52.3611,419
420,1,1,2,1,4.9110000000000005,52.351000000000006,420
421,1,1,2,1,4.85342,52.37148,421
422,1,1,2,1,4.89518,52.377590000000005,422
423,1,1,2,1,4.89769,52.374390000000005,423
424,1,1,5,1,4.926019999999999,52.35826,424
425,1,1,2,1,4.89392,52.37685,425
426,1,1,5,1,4.92623,52.35815,426
427,1,1,2,1,4.85803,52.35758,427
428,1,1,2,1,4.85729,52.35914,428
429,1,1,2,1,4.98061,52.29306,429
430,1,1,2,1,4.88028,52.36755,430
431,1,1,2,1,4.89181,52.37615,431
432,1,1,2,1,4.89339,52.3553,432
433,1,1,2,1,4.89783,52.35437,433
434,1,1,2,1,4.87039,52.36458,434
435,1,1,2,1,4.90378,52.34177,435
436,1,1,2,1,4.905819999999999,52.38319,436
437,1,1,2,1,4.89895,52.34158,437
438,1,1,2,1,4.87961,52.34985,438
439,1,1,2,1,4.8762300000000005,52.35332,439
440,1,1,2,1,4.88395,52.36958,440
441,1,1,2,1,4.9,52.362,441
442,1,1,2,1,5.00633,52.34736,442
443,1,1,3,1,4.9962,52.35446,443
444,1,1,2,1,4.86832,52.36205,444
445,1,1,1,1,4.89942,52.40631,445
446,1,1,5,1,4.91403,52.34515,446
447,1,1,2,1,4.84933,52.35133,447
448,1,1,2,1,4.88521,52.36785,448
449,1,1,2,1,4.89201,52.37383,449
450,1,1,2,1,4.886909999999999,52.35588,450
451,1,1,2,1,4.88552,52.36458,451
452,1,1,2,1,4.85088,52.3813,452
453,1,1,2,1,4.90067,52.37423,453
454,1,1,2,1,4.87148,52.37205,454
455,1,1,2,1,4.88402,52.36251,455
456,1,1,2,1,4.89932,52.37405,456
457,1,1,2,1,4.88446,52.36714,457
458,1,1,2,1,4.88577,52.36737,458
459,1,1,2,1,4.99811,52.2977,459
460,1,1,2,1,4.88368,52.36695,460
461,1,1,2,1,4.848319999999999,52.35123,461
462,1,1,2,1,4.899030000000001,52.35907,462
463,1,1,2,1,4.91262,52.37062,463
464,1,1,2,1,4.88485,52.3648,464
465,1,1,7,1,4.817,52.346,465
466,1,1,2,1,4.88713,52.38597,466
467,1,1,2,1,4.9765,52.30652,467
468,1,1,7,1,4.87746,52.3255,468
469,1,1,2,1,4.88846,52.35175,469
470,1,1,2,1,4.9035,52.34143,470
471,1,1,2,1,4.871230000000001,52.37409,471
472,1,1,2,1,4.88201,52.36269,472
473,1,1,2,1,4.88535,52.36354,473
474,1,1,2,1,4.87513,52.34624,474
475,1,1,2,1,4.882630000000001,52.36281,475
476,1,1,7,1,4.82831,52.346790000000006,476
477,1,1,2,1,4.859,52.381,477
478,1,1,5,1,4.93789,52.3553,478
479,1,1,2,1,4.8948,52.35909,479
480,1,1,2,1,4.89037,52.36735,480
481,1,1,2,1,4.87324,52.36868,481
482,1,1,2,1,4.895,52.372,482
483,1,1,2,1,4.89131,52.37264,483
484,1,1,3,1,4.94942,52.37194,484
485,1,1,2,1,4.85734,52.382,485
486,1,1,2,1,4.88018,52.3786,486
487,1,1,2,1,4.8787,52.36646,487
488,1,1,3,1,4.99264,52.35477,488
489,1,1,2,1,4.89192,52.37075,489
490,1,1,3,1,4.949319999999999,52.34234,490
491,1,1,2,1,4.849,52.34956,491
492,1,1,2,1,4.89818,52.37764,492
493,1,1,2,1,4.8849800000000005,52.37788,493
494,1,1,2,1,4.88483,52.36339,494
495,1,1,2,1,4.85606,52.34576,495
496,1,1,3,1,4.95995,52.362840000000006,496
497,1,1,2,1,4.884,52.376000000000005,497
498,1,1,2,1,5.00974,52.349340000000005,498
499,1,1,2,1,4.90108,52.3568,499
500,1,1,2,1,4.905,52.399,500
501,1,1,2,1,4.85569,52.36068,501
502,1,1,1,1,4.946000000000001,52.39416,502
503,1,1,2,1,4.90276,52.35777,503
504,1,1,2,1,4.871569999999999,52.36744,504
505,1,1,4,1,4.78027,52.37688,505
506,1,1,2,1,4.89493,52.37809,506
507,1,1,2,1,4.8869,52.37965,507
508,1,1,2,1,4.85711,52.37872,508
509,1,1,3,1,4.9868,52.36314,509
510,1,1,2,1,4.9002,52.3721,510
511,1,1,2,1,4.98085,52.32582,511
512,1,1,2,1,4.88739,52.38325,512
513,1,1,3,1,4.94486,52.36318,513
514,1,1,3,1,5.00232,52.34941,514
515,1,1,2,1,4.89139,52.355340000000005,515
516,1,1,2,1,4.89313,52.36286,516
517,1,1,7,1,4.80314,52.35642,517
518,1,1,2,1,4.87605,52.37288,518
519,1,1,2,1,4.89765,52.37793,519
520,1,1,3,1,4.9465900000000005,52.37485,520
521,1,1,2,1,4.89749,52.37326,521
522,1,1,2,1,4.896,52.37165,522
523,1,1,2,1,4.87443,52.36589,523
524,1,1,2,1,4.87325,52.38521,524
525,1,1,1,1,4.8908,52.41432,525
526,1,1,2,1,4.88206,52.37131,526
527,1,1,2,1,4.86916,52.36053,527
528,1,1,2,1,4.8872800000000005,52.38967,528
529,1,1,2,1,4.88719,52.34538,529
530,1,1,2,1,4.90275,52.3417,530
531,1,1,1,1,4.9083,52.4043,531
532,1,1,5,1,4.93648,52.36381,532
533,1,1,2,1,4.89118,52.35495,533
534,1,1,2,1,4.86485,52.35227,534
535,1,1,2,1,4.86899,52.385740000000006,535
536,1,1,3,1,4.94254,52.37669,536
537,1,1,2,1,4.90094,52.40036,537
538,1,1,2,1,4.895490000000001,52.35676,538
539,1,1,2,1,4.879919999999999,52.35291,539
540,1,1,2,1,4.89572,52.37856,540
541,1,1,2,1,4.852469999999999,52.38335,541
542,1,1,2,1,4.89656,52.377590000000005,542
543,1,1,2,1,4.89173,52.35668,543
544,1,1,2,1,4.86679,52.36788,544
545,1,1,2,1,4.85621,52.37936,545
546,1,1,2,1,4.88667,52.37281,546
547,1,1,2,1,4.89099,52.35596,547
548,1,1,5,1,4.92569,52.36404,548
549,1,1,7,1,4.803669999999999,52.34944,549
550,1,1,2,1,5.0007,52.31015,550
551,1,1,2,1,5.000719999999999,52.31044,551
552,1,1,2,1,4.99907,52.3101,552
553,1,1,2,1,5.0004800000000005,52.31241,553
554,1,1,2,1,4.876180000000001,52.369690000000006,554
555,1,1,2,1,4.88488,52.36399,555
556,1,1,2,1,4.87686,52.37114,556
557,1,1,2,1,4.88384,52.35446,557
558,1,1,2,1,4.90301,52.35313,558
559,1,1,2,1,4.8993400000000005,52.35693,559
560,1,1,2,1,4.907369999999999,52.37351,560
561,1,1,2,1,4.879580000000001,52.37657,561
562,1,1,5,1,4.932230000000001,52.36232,562
563,1,1,2,1,4.90155,52.35296,563
564,1,1,2,1,4.89314,52.34085,564
565,1,1,2,1,4.853269999999999,52.381890000000006,565
566,1,1,2,1,4.86762,52.37032,566
567,1,1,2,1,4.89764,52.36221,567
568,1,1,1,1,4.9417,52.397870000000005,568
569,1,1,2,1,4.86466,52.35293,569
570,1,1,2,1,4.95584,52.31681,570
571,1,1,2,1,4.87225,52.36843,571
572,1,1,7,1,4.806030000000001,52.34877,572
573,1,1,2,1,4.85286,52.36671,573
574,1,1,5,1,4.937790000000001,52.3555,574
575,1,1,2,1,4.88248,52.36377,575
576,1,1,2,1,4.88673,52.36376,576
577,1,1,2,1,4.8935,52.36054,577
578,1,1,2,1,4.88199,52.36441,578
579,1,1,2,1,4.87249,52.37066,579
580,1,1,2,1,4.8592,52.35801,580
581,1,1,2,1,4.87493,52.38051,581
582,1,1,2,1,4.874,52.373000000000005,582
583,1,1,2,1,4.905819999999999,52.39941,583
584,1,1,1,1,4.88607,52.42337,584
585,1,1,2,1,4.87567,52.35775,585
586,1,1,2,1,4.87596,52.35606,586
587,1,1,1,1,4.90083,52.40724,587
588,1,1,2,1,4.86172,52.37163,588
589,1,1,2,1,4.845,52.362,589
590,1,1,1,1,4.921,52.399,590
591,1,1,2,1,4.9110000000000005,52.37,591
592,1,1,2,1,4.905,52.356,592
593,1,1,2,1,4.893,52.383,593
594,1,1,2,1,4.87,52.375,594
595,1,1,2,1,4.865,52.37,595
596,1,1,2,1,4.892919999999999,52.37489,596
597,1,1,2,1,4.858169999999999,52.3734,597
598,1,1,2,1,4.846769999999999,52.34993,598
599,1,1,2,1,4.88842,52.3791,599
600,1,1,1,1,4.8960300000000005,52.41659,600
601,1,1,2,1,4.88704,52.36549,601
602,1,1,2,1,4.88646,52.36505,602
603,1,1,2,1,4.8495,52.36944,603
604,1,1,2,1,4.90961,52.37191,604
605,1,1,5,1,4.91504,52.342490000000005,605
606,1,1,2,1,4.87319,52.37324,606
607,1,1,2,1,4.8913400000000005,52.39066,607
608,1,1,4,1,4.7948900000000005,52.37765,608
609,1,1,2,1,4.84415,52.35098,609
610,1,1,2,1,4.86455,52.34438,610
611,1,1,4,1,4.82535,52.38362,611
612,1,1,2,1,4.89533,52.37733,612
613,1,1,2,1,4.90209,52.35346,613
614,1,1,2,1,4.824409999999999,52.36035,614
615,1,1,2,1,4.88618,52.38036,615
616,1,1,5,1,4.93619,52.35306,616
617,1,1,2,1,4.86049,52.3727,617
618,1,1,2,1,4.89347,52.35007,618
619,1,1,2,1,4.87555,52.37717,619
620,1,1,2,1,4.914,52.387,620
